Start Date,End Date,Approving,Disapproving,Unsure/NoData,President
08/05/2016,2016,53,44,3,Barack Obama
08/04/2016,2016,52,45,3,Barack Obama
08/03/2016,2016,49,46,5,Barack Obama
08/02/2016,2016,50,45,5,Barack Obama
08/01/2016,2016,51,44,5,Barack Obama
07/19/2016,2016,49,47,4,Barack Obama
07/31/2016,2016,52,44,4,Barack Obama
07/29/2016,2016,54,43,3,Barack Obama
07/28/2016,2016,54,42,4,Barack Obama
07/27/2016,2016,53,43,4,Barack Obama
07/26/2016,2016,52,44,4,Barack Obama
07/25/2016,2016,51,46,3,Barack Obama
07/24/2016,2016,51,45,4,Barack Obama
07/23/2016,2016,50,46,4,Barack Obama
07/22/2016,2016,49,48,3,Barack Obama
07/30/2016,2016,53,44,3,Barack Obama
09/25/2016,2016,50,45,5,Barack Obama
12/27/2016,2016,56,41,3,Barack Obama
09/27/2016,2016,52,44,4,Barack Obama
12/03/2016,2016,54,42,4,Barack Obama
12/02/2016,2016,54,42,4,Barack Obama
12/01/2016,2016,53,44,3,Barack Obama
11/29/2016,2016,53,45,2,Barack Obama
11/28/2016,2016,54,43,3,Barack Obama
11/27/2016,2016,57,40,3,Barack Obama
11/26/2016,2016,57,39,4,Barack Obama
11/25/2016,2016,57,39,4,Barack Obama
12/04/2016,2016,55,41,4,Barack Obama
11/23/2016,2016,56,40,4,Barack Obama
11/21/2016,2016,55,42,3,Barack Obama
11/20/2016,2016,55,42,3,Barack Obama
11/19/2016,2016,56,42,2,Barack Obama
11/18/2016,2016,57,40,3,Barack Obama
11/17/2016,2016,56,41,3,Barack Obama
11/16/2016,2016,58,40,2,Barack Obama
11/15/2016,2016,56,42,2,Barack Obama
11/14/2016,2016,56,41,3,Barack Obama
11/22/2016,2016,56,40,4,Barack Obama
11/13/2016,2016,56,40,4,Barack Obama
12/05/2016,2016,56,41,3,Barack Obama
12/08/2016,2016,58,40,2,Barack Obama
12/28/2016,2016,55,40,5,Barack Obama
06/26/2016,2016,51,44,5,Barack Obama
12/26/2016,2016,55,40,5,Barack Obama
12/23/2016,2016,56,40,4,Barack Obama
12/22/2016,2016,56,40,4,Barack Obama
12/21/2016,2016,56,41,3,Barack Obama
12/20/2016,2016,56,40,4,Barack Obama
12/19/2016,2016,56,40,4,Barack Obama
12/06/2016,2016,59,39,2,Barack Obama
12/18/2016,2016,57,39,4,Barack Obama
12/16/2016,2016,57,38,5,Barack Obama
12/15/2016,2016,56,40,4,Barack Obama
12/14/2016,2016,56,40,4,Barack Obama
12/13/2016,2016,56,41,3,Barack Obama
12/12/2016,2016,56,41,3,Barack Obama
12/11/2016,2016,57,40,3,Barack Obama
12/10/2016,2016,56,41,3,Barack Obama
12/09/2016,2016,59,39,2,Barack Obama
12/17/2016,2016,57,39,4,Barack Obama
11/12/2016,2016,57,40,3,Barack Obama
11/11/2016,2016,57,40,3,Barack Obama
11/10/2016,2016,57,41,2,Barack Obama
10/16/2016,2016,53,44,3,Barack Obama
10/15/2016,2016,54,43,3,Barack Obama
10/14/2016,2016,54,43,3,Barack Obama
10/13/2016,2016,55,41,4,Barack Obama
10/12/2016,2016,54,42,4,Barack Obama
10/11/2016,2016,53,43,4,Barack Obama
10/10/2016,2016,53,42,5,Barack Obama
10/09/2016,2016,54,42,4,Barack Obama
10/17/2016,2016,55,42,3,Barack Obama
10/08/2016,2016,55,42,3,Barack Obama
10/06/2016,2016,52,46,2,Barack Obama
10/04/2016,2016,51,46,3,Barack Obama
10/03/2016,2016,51,45,4,Barack Obama
10/02/2016,2016,54,43,3,Barack Obama
10/01/2016,2016,54,43,3,Barack Obama
09/30/2016,2016,54,43,3,Barack Obama
09/29/2016,2016,52,45,3,Barack Obama
09/28/2016,2016,53,44,3,Barack Obama
10/07/2016,2016,53,44,3,Barack Obama
10/18/2016,2016,55,42,3,Barack Obama
10/19/2016,2016,57,40,3,Barack Obama
10/20/2016,2016,56,41,3,Barack Obama
11/09/2016,2016,57,40,3,Barack Obama
11/08/2016,2016,58,40,2,Barack Obama
11/07/2016,2016,56,42,2,Barack Obama
11/06/2016,2016,56,42,2,Barack Obama
11/05/2016,2016,56,42,8,Barack Obama
11/04/2016,2016,56,41,3,Barack Obama
11/03/2016,2016,53,44,3,Barack Obama
11/02/2016,2016,51,46,3,Barack Obama
10/31/2016,2016,49,48,3,Barack Obama
10/30/2016,2016,51,47,4,Barack Obama
10/29/2016,2016,53,45,2,Barack Obama
10/28/2016,2016,54,44,2,Barack Obama
10/27/2016,2016,55,43,2,Barack Obama
10/26/2016,2016,53,44,3,Barack Obama
10/25/2016,2016,54,43,3,Barack Obama
10/24/2016,2016,53,44,3,Barack Obama
10/23/2016,2016,52,44,4,Barack Obama
10/22/2016,2016,52,46,2,Barack Obama
10/21/2016,2016,54,43,3,Barack Obama
09/26/2016,2016,51,45,4,Barack Obama
06/25/2016,2016,51,44,5,Barack Obama
05/22/2016,2016,53,43,4,Barack Obama
06/23/2016,2016,50,45,5,Barack Obama
03/02/2016,2016,51,45,4,Barack Obama
03/01/2016,2016,51,44,5,Barack Obama
02/29/2016,2016,49,46,5,Barack Obama
02/28/2016,2016,49,46,5,Barack Obama
02/27/2016,2016,49,46,5,Barack Obama
02/26/2016,2016,49,46,5,Barack Obama
02/25/2016,2016,48,47,5,Barack Obama
02/24/2016,2016,47,48,5,Barack Obama
03/03/2016,2016,51,46,3,Barack Obama
02/23/2016,2016,47,48,5,Barack Obama
02/21/2016,2016,48,48,4,Barack Obama
02/20/2016,2016,47,49,4,Barack Obama
02/19/2016,2016,47,49,4,Barack Obama
02/18/2016,2016,48,48,4,Barack Obama
02/17/2016,2016,50,46,4,Barack Obama
02/16/2016,2016,50,46,4,Barack Obama
02/15/2016,2016,49,48,3,Barack Obama
02/14/2016,2016,47,50,3,Barack Obama
02/22/2016,2016,48,48,4,Barack Obama
02/13/2016,2016,47,50,3,Barack Obama
03/04/2016,2016,49,48,3,Barack Obama
03/06/2016,2016,51,45,4,Barack Obama
03/24/2016,2016,53,44,3,Barack Obama
03/23/2016,2016,53,44,3,Barack Obama
03/22/2016,2016,52,45,3,Barack Obama
03/21/2016,2016,52,45,3,Barack Obama
03/20/2016,2016,51,46,3,Barack Obama
03/19/2016,2016,51,45,4,Barack Obama
03/18/2016,2016,50,45,5,Barack Obama
03/17/2016,2016,52,44,4,Barack Obama
03/05/2016,2016,50,47,3,Barack Obama
03/16/2016,2016,49,46,5,Barack Obama
03/14/2016,2016,50,47,3,Barack Obama
03/13/2016,2016,52,45,3,Barack Obama
03/12/2016,2016,51,46,3,Barack Obama
03/11/2016,2016,51,46,3,Barack Obama
03/10/2016,2016,49,47,4,Barack Obama
03/09/2016,2016,51,44,5,Barack Obama
03/08/2016,2016,52,45,3,Barack Obama
03/07/2016,2016,52,44,4,Barack Obama
03/15/2016,2016,49,47,4,Barack Obama
03/25/2016,2016,53,44,3,Barack Obama
02/12/2016,2016,47,49,4,Barack Obama
02/10/2016,2016,49,47,4,Barack Obama
01/17/2016,2016,48,48,4,Barack Obama
01/16/2016,2016,49,46,5,Barack Obama
01/15/2016,2016,51,45,4,Barack Obama
01/14/2016,2016,49,47,4,Barack Obama
01/13/2016,2016,49,46,5,Barack Obama
01/12/2016,2016,48,47,5,Barack Obama
01/11/2016,2016,47,48,5,Barack Obama
01/10/2016,2016,44,50,6,Barack Obama
01/18/2016,2016,47,48,5,Barack Obama
01/09/2016,2016,45,50,5,Barack Obama
01/07/2016,2016,47,49,4,Barack Obama
01/06/2016,2016,46,49,5,Barack Obama
01/05/2016,2016,45,50,5,Barack Obama
01/04/2016,2016,47,48,5,Barack Obama
01/03/2016,2016,46,50,4,Barack Obama
01/02/2016,2016,46,50,4,Barack Obama
12/30/2015,2016,45,51,4,Barack Obama
12/29/2015,2016,45,51,4,Barack Obama
01/08/2016,2016,47,49,4,Barack Obama
02/11/2016,2016,49,48,3,Barack Obama
01/19/2016,2016,49,48,3,Barack Obama
01/21/2016,2016,49,47,4,Barack Obama
02/09/2016,2016,49,47,4,Barack Obama
02/08/2016,2016,48,48,4,Barack Obama
02/07/2016,2016,47,50,3,Barack Obama
02/06/2016,2016,46,51,3,Barack Obama
02/05/2016,2016,47,50,3,Barack Obama
02/04/2016,2016,46,50,4,Barack Obama
02/03/2016,2016,46,50,4,Barack Obama
06/24/2016,2016,50,45,5,Barack Obama
01/20/2016,2016,49,47,4,Barack Obama
01/31/2016,2016,48,48,4,Barack Obama
01/29/2016,2016,49,47,4,Barack Obama
01/28/2016,2016,49,48,3,Barack Obama
01/27/2016,2016,48,48,4,Barack Obama
01/26/2016,2016,48,48,4,Barack Obama
01/25/2016,2016,48,48,4,Barack Obama
01/24/2016,2016,48,48,4,Barack Obama
01/23/2016,2016,49,47,4,Barack Obama
01/22/2016,2016,48,46,6,Barack Obama
01/30/2016,2016,50,46,4,Barack Obama
03/26/2016,2016,51,46,3,Barack Obama
02/01/2016,2016,47,49,4,Barack Obama
03/29/2016,2016,49,47,4,Barack Obama
05/31/2016,2016,51,45,4,Barack Obama
05/30/2016,2016,52,44,4,Barack Obama
05/29/2016,2016,51,45,4,Barack Obama
05/28/2016,2016,52,44,4,Barack Obama
05/27/2016,2016,53,44,3,Barack Obama
05/26/2016,2016,52,44,4,Barack Obama
05/25/2016,2016,50,46,4,Barack Obama
05/24/2016,2016,50,45,5,Barack Obama
06/01/2016,2016,53,43,4,Barack Obama
05/23/2016,2016,52,44,4,Barack Obama
05/20/2016,2016,50,45,5,Barack Obama
05/19/2016,2016,52,43,5,Barack Obama
05/18/2016,2016,52,44,4,Barack Obama
05/17/2016,2016,51,45,4,Barack Obama
05/16/2016,2016,49,46,5,Barack Obama
05/15/2016,2016,50,45,5,Barack Obama
05/14/2016,2016,50,44,6,Barack Obama
05/13/2016,2016,51,44,5,Barack Obama
05/21/2016,2016,52,44,4,Barack Obama
05/12/2016,2016,50,46,4,Barack Obama
06/02/2016,2016,51,44,5,Barack Obama
06/05/2016,2016,50,46,4,Barack Obama
03/28/2016,2016,49,47,4,Barack Obama
06/22/2016,2016,50,46,4,Barack Obama
06/21/2016,2016,50,45,5,Barack Obama
06/20/2016,2016,49,46,5,Barack Obama
06/19/2016,2016,49,45,6,Barack Obama
06/18/2016,2016,50,45,5,Barack Obama
06/17/2016,2016,52,44,4,Barack Obama
06/16/2016,2016,53,44,3,Barack Obama
06/03/2016,2016,50,44,6,Barack Obama
06/15/2016,2016,53,43,4,Barack Obama
06/13/2016,2016,53,44,3,Barack Obama
06/12/2016,2016,53,44,3,Barack Obama
06/11/2016,2016,53,44,3,Barack Obama
06/10/2016,2016,52,44,4,Barack Obama
06/09/2016,2016,52,44,4,Barack Obama
06/08/2016,2016,54,42,4,Barack Obama
06/07/2016,2016,52,43,5,Barack Obama
06/06/2016,2016,53,43,4,Barack Obama
06/14/2016,2016,53,45,2,Barack Obama
05/11/2016,2016,50,46,4,Barack Obama
06/04/2016,2016,51,44,5,Barack Obama
05/09/2016,2016,52,44,4,Barack Obama
04/16/2016,2016,49,48,3,Barack Obama
04/15/2016,2016,49,47,4,Barack Obama
04/14/2016,2016,50,46,4,Barack Obama
04/13/2016,2016,49,47,4,Barack Obama
04/12/2016,2016,48,47,5,Barack Obama
04/11/2016,2016,48,48,4,Barack Obama
04/10/2016,2016,47,48,5,Barack Obama
04/08/2016,2016,49,46,5,Barack Obama
04/17/2016,2016,51,46,3,Barack Obama
04/07/2016,2016,51,45,4,Barack Obama
04/05/2016,2016,52,44,4,Barack Obama
04/04/2016,2016,52,44,4,Barack Obama
04/03/2016,2016,51,44,5,Barack Obama
04/02/2016,2016,53,43,4,Barack Obama
04/01/2016,2016,52,43,5,Barack Obama
03/31/2016,2016,52,45,3,Barack Obama
05/10/2016,2016,50,47,3,Barack Obama
03/30/2016,2016,50,46,4,Barack Obama
04/06/2016,2016,52,44,4,Barack Obama
04/18/2016,2016,52,44,4,Barack Obama
04/09/2016,2016,48,48,4,Barack Obama
05/02/2016,2016,50,46,4,Barack Obama
05/07/2016,2016,53,43,4,Barack Obama
04/19/2016,2016,51,44,5,Barack Obama
05/06/2016,2016,53,43,4,Barack Obama
05/05/2016,2016,53,43,4,Barack Obama
05/04/2016,2016,52,45,3,Barack Obama
05/03/2016,2016,51,45,4,Barack Obama
05/01/2016,2016,51,45,4,Barack Obama
04/30/2016,2016,52,45,3,Barack Obama
04/29/2016,2016,52,45,3,Barack Obama
05/08/2016,2016,52,44,4,Barack Obama
04/21/2016,2016,50,46,4,Barack Obama
04/27/2016,2016,50,46,4,Barack Obama
04/26/2016,2016,50,46,4,Barack Obama
04/25/2016,2016,49,46,5,Barack Obama
04/24/2016,2016,50,45,5,Barack Obama
04/23/2016,2016,50,46,4,Barack Obama
04/22/2016,2016,52,45,3,Barack Obama
04/28/2016,2016,52,45,3,Barack Obama
04/20/2016,2016,50,46,4,Barack Obama
09/18/2017,2017,38,55,7,Donald Trump
09/11/2017,2017,38,57,5,Donald Trump
09/04/2017,2017,37,57,6,Donald Trump
08/28/2017,2017,36,59,5,Donald Trump
07/31/2017,2017,37,58,5,Donald Trump
08/14/2017,2017,37,58,5,Donald Trump
08/07/2017,2017,36,58,6,Donald Trump
09/25/2017,2017,37,58,5,Donald Trump
08/21/2017,2017,35,60,5,Donald Trump
12/11/2017,2017,35,60,5,Donald Trump
11/27/2017,2017,35,59,6,Donald Trump
10/09/2017,2017,37,57,6,Donald Trump
10/16/2017,2017,36,58,6,Donald Trump
10/23/2017,2017,35,60,5,Donald Trump
10/30/2017,2017,38,58,4,Donald Trump
11/06/2017,2017,38,56,6,Donald Trump
11/13/2017,2017,38,57,5,Donald Trump
11/20/2017,2017,37,56,7,Donald Trump
12/04/2017,2017,36,59,5,Donald Trump
07/24/2017,2017,38,57,5,Donald Trump
10/02/2017,2017,38,56,6,Donald Trump
07/17/2017,2017,37,58,5,Donald Trump
02/27/2017,2017,43,51,6,Donald Trump
07/03/2017,2017,38,57,5,Donald Trump
12/18/2017,2017,37,57,6,Donald Trump
02/06/2017,2017,41,53,6,Donald Trump
02/13/2017,2017,40,54,6,Donald Trump
02/20/2017,2017,42,53,5,Donald Trump
03/06/2017,2017,42,52,6,Donald Trump
03/13/2017,2017,40,55,5,Donald Trump
03/20/2017,2017,39,56,5,Donald Trump
03/27/2017,2017,38,57,5,Donald Trump
04/03/2017,2017,40,53,7,Donald Trump
04/10/2017,2017,40,54,6,Donald Trump
04/17/2017,2017,41,52,7,Donald Trump
04/24/2017,2017,41,54,5,Donald Trump
05/01/2017,2017,42,53,5,Donald Trump
05/08/2017,2017,38,56,6,Donald Trump
05/15/2017,2017,38,56,6,Donald Trump
05/22/2017,2017,41,54,5,Donald Trump
05/29/2017,2017,38,56,6,Donald Trump
06/05/2017,2017,37,58,5,Donald Trump
06/12/2017,2017,38,57,5,Donald Trump
06/19/2017,2017,39,56,5,Donald Trump
06/26/2017,2017,39,56,5,Donald Trump
07/10/2017,2017,39,56,5,Donald Trump
12/25/2017,2017,39,55,6,Donald Trump
01/10/2017,2017,57,40,3,Barack Obama
01/23/2017,2017,45,47,8,Donald Trump
01/17/2017,2017,59,37,4,Barack Obama
01/15/2017,2017,58,38,4,Barack Obama
01/14/2017,2017,57,39,4,Barack Obama
01/12/2017,2017,57,39,4,Barack Obama
01/11/2017,2017,58,37,5,Barack Obama
01/09/2017,2017,57,40,3,Barack Obama
01/08/2017,2017,55,42,3,Barack Obama
01/07/2017,2017,56,40,0,Barack Obama
01/13/2017,2017,57,38,5,Barack Obama
01/05/2017,2017,56,40,4,Barack Obama
01/04/2017,2017,56,41,3,Barack Obama
01/03/2017,2017,56,42,2,Barack Obama
01/02/2017,2017,54,43,3,Barack Obama
12/30/2016,2017,53,43,4,Barack Obama
12/29/2016,2017,54,42,4,Barack Obama
01/30/2017,2017,43,52,5,Donald Trump
01/06/2017,2017,56,41,3,Barack Obama
08/13/2018,2018,42,52,6,Donald Trump
08/20/2018,2018,41,54,5,Donald Trump
08/27/2018,2018,41,53,6,Donald Trump
09/03/2018,2018,40,54,6,Donald Trump
10/01/2018,2018,43,53,4,Donald Trump
09/17/2018,2018,40,56,4,Donald Trump
09/24/2018,2018,42,53,5,Donald Trump
10/08/2018,2018,44,51,5,Donald Trump
08/06/2018,2018,39,56,5,Donald Trump
09/10/2018,2018,38,56,6,Donald Trump
03/12/2018,2018,40,56,4,Donald Trump
03/05/2018,2018,39,56,5,Donald Trump
07/16/2018,2018,42,54,4,Donald Trump
02/26/2018,2018,39,55,6,Donald Trump
02/19/2018,2018,39,56,5,Donald Trump
02/12/2018,2018,37,59,4,Donald Trump
02/05/2018,2018,40,57,3,Donald Trump
01/29/2018,2018,40,57,3,Donald Trump
01/21/2018,2018,38,58,4,Donald Trump
01/15/2018,2018,36,59,5,Donald Trump
01/08/2018,2018,38,57,5,Donald Trump
01/01/2018,2018,37,58,5,Donald Trump
03/19/2018,2018,39,55,6,Donald Trump
03/26/2018,2018,39,55,6,Donald Trump
04/02/2018,2018,41,54,5,Donald Trump
07/23/2018,2018,40,55,5,Donald Trump
04/09/2018,2018,39,55,6,Donald Trump
04/23/2018,2018,42,53,5,Donald Trump
04/30/2018,2018,42,52,6,Donald Trump
05/07/2018,2018,43,52,5,Donald Trump
05/14/2018,2018,42,54,4,Donald Trump
05/21/2018,2018,40,55,5,Donald Trump
05/28/2018,2018,41,55,4,Donald Trump
06/04/2018,2018,42,54,4,Donald Trump
06/11/2018,2018,45,50,5,Donald Trump
06/18/2018,2018,41,55,4,Donald Trump
06/25/2018,2018,42,53,5,Donald Trump
07/02/2018,2018,41,56,3,Donald Trump
07/09/2018,2018,43,52,5,Donald Trump
04/16/2018,2018,38,57,5,Donald Trump
07/30/2018,2018,41,54,5,Donald Trump
